cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
f0002349 - FD,f1516,50,f7891991003148,72.2,43.2499999998,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0002349,f173916,50,f7891991001342,12.2,7.2083333333,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0002349 - FD,f1516,50,f7891991003148,72.2,43.2499999998,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0018152 - FD,f28620235,50,f7891991014915,24.2,16.099999999599998,22021000,GUARANA CHP ANTARCTICA PET 200ML SH C/12,03/13/2026,
f0018152 - FD,f28620235,50,f7891991014915,24.2,16.099999999599998,22021000,GUARANA CHP ANTARCTICA PET 200ML SH C/12,03/13/2026,
f0008919,f1434,50,7891991002646,5.5,3.4825000000333333,22021000,GUARANA CHP ANTARCTICA PET 600ML CX12 NPAL,03/13/2026,
f0008919 - FD,f3820234,50,7891991002967,64.99,41.7900000004,22021000,GUARANA CHP ANTARCTICA PET 600ML CX12 NPAL,03/13/2026,
f0002349,f173916,50,7891991001342,12.2,7.2083333333,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0002349 - FD,f1516,50,7891991003148,72.2,43.2499999998,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0008919,f1434,50,7891991002646,5.5,3.4825000000333333,22021000,GUARANA CHP ANTARCTICA PET 600ML CX12 NPAL,03/13/2026,
f0008919 - FD,f3820234,50,7891991002967,64.99,41.7900000004,22021000,GUARANA CHP ANTARCTICA PET 600ML CX12 NPAL,03/13/2026,
f0018266 - FD,f28620236,50,7892840800574,26.99,17.880000000000003,22021000,PEPSI COLA PET 200ML SH C/12,02/27/2026,
f0018152 - FD,f28620235,50,7891991014915,24.2,16.099999999599998,22021000,GUARANA CHP ANTARCTICA PET 200ML SH C/12,03/13/2026,
f0002349,f173916,50,7891991001342,12.2,7.2083333333,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0002349 - FD,f1516,50,7891991003148,72.2,43.2499999998,22021000,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6,03/13/2026,
f0013566,f5208,50,7891149105564,5.99,3.93625,22060090,SKOL BEATS SENSES LT 269ML CX C/8 FRIDGE PACK,07/19/2024,
f0013566 - FD,f1972498,50,7891149105571,47.5,31.49,22060090,SKOL BEATS SENSES LT 269ML CX C/8 FRIDGE PACK,07/19/2024,
f0019229,f2950,50,611269991000,10.99,5.960000000033333,22029900,RED BULL BR LATA 250ML SIX PACK NPAL .,04/20/2026,
f0019229 - FD,f3082415,50,9002490100193,214.99,143.0400000008,22029900,RED BULL BR LATA 250ML SIX PACK NPAL .,04/20/2026,
f0000503,f3752,50,7891149440801,8.99,5.0200000000000005,22021000,SUKITA PET 2L CAIXA C/6,03/13/2026,
f0000503 - FD,f3082494,50,7891149100378,135.99,90.36,22021000,SUKITA PET 2L CAIXA C/6,03/13/2026,
f0008791,f61,50,7892840812423,4.99,3.3199999999666665,22021000,H2OH LIMAO C/GAS PET 500ML CAIXA C/12,08/30/2024,
f0008791 - FD,f3082422,50,7892840812447,59.99,39.8399999996,22021000,H2OH LIMAO C/GAS PET 500ML CAIXA C/12,08/30/2024,
f0001166,f7676,50,f7891149102808,8.99,5.2250000000000005,22021000,SUKITA UVA PET 2L CAIXA C/6,02/14/2026,
f0001166 - FD,f6122452,50,f7891149102815,94.2,62.7,22021000,SUKITA UVA PET 2L CAIXA C/6,02/14/2026,
f0021441,f20122467,50,f7891991297172,7.99,5.159999999966667,22021000,SUKITA LIMAO PET 2L CAIXA C/6,01/03/2025,
f0021441 - FD,f20122494,50,f7891991297189,46.5,30.9599999998,22021000,SUKITA LIMAO PET 2L CAIXA C/6,01/03/2025,
f0001164,f312570,50,f7891149102785,3.99,2.41,22021000,SUKITA UVA LATA 350ML SH C/12 NPAL,01/03/2025,
f0001164 - FD,f31257,50,f7891149102792,43.5,28.92,22021000,SUKITA UVA LATA 350ML SH C/12 NPAL,01/03/2025,
f0009069,f4476,50,f7891149010509,4.1,2.6899999999666666,22030000,BRAHMA CHOPP LATA 350ML SH C/12 NPAL,02/27/2026,
f0009069 - FD,f6087,50,f7891149100019,47.2,32.2799999996,22030000,BRAHMA CHOPP LATA 350ML SH C/12 NPAL,02/27/2026,
f0008411,f1412221,50,f7891991008761,9.5,5.843333333333333,22021000,"GUARANA CHP ANTARCTICA PET 1,5 SHRINK C/6",02/28/2025,
f0008411 - FD,f26102490,50,f7891991008778,56.5,35.059999999999995,22021000,"GUARANA CHP ANTARCTICA PET 1,5 SHRINK C/6",02/28/2025,
f0008413,f2822515,50,f7891991008785,9.5,6.250000000033333,22021000,"GUARANA CHP ANTARCTICA DIET PET 1,5 SHRINK C/6",02/28/2025,
f0008413 - FD,f2822577,50,f7891991008792,56.5,37.5000000002,22021000,"GUARANA CHP ANTARCTICA DIET PET 1,5 SHRINK C/6",02/28/2025,
f0006903,f090711,50,f7896468700070,1.2,0.7866666667,22011000,FONTE DA ILHA AGUA M SG PVC 500ML CAIXA C/12.,09/12/2025,
f0006903 - FD,f662510,50,f7896468700315,14.2,9.4400000004,22011000,FONTE DA ILHA AGUA M SG PVC 500ML CAIXA C/12.,09/12/2025,
f0034770,f131415,50,f9002490280901,11.99,6.99,22029900,RED BULL SUGAR FREE POMELO LATA 250ML FOUR PACK NPAL,04/20/2026,
f0034770 - FD,f26102512,50,f9002490280925,47.99,27.96,22029900,RED BULL SUGAR FREE POMELO LATA 250ML FOUR PACK NPAL,04/20/2026,
f0034298,f188,50,f7895800201503,3.2,1.7571428571428571,21069050,"TRIDENT MORANGO ENVELOPE 8G CX C/21        36,9000",10/26/2025,21.0
f0034298 - FD,f26102538,50,f7895800400180,2.99,1.7571428571428571,21069050,"TRIDENT MORANGO ENVELOPE 8G CX C/21        36,9000",10/26/2025,21.0
f0009276,f*3,50,f7892840813444,10.99,7.0899999999666665,22021000,PEPSI ZERO PET 2L CAIXA C/6,02/14/2026,
f0009276 - FD,f1422666,50,f7892840813451,63.99,42.5399999998,22021000,PEPSI ZERO PET 2L CAIXA C/6,02/14/2026,
f0012948,f4713,50,f7891149104932,4.5,2.79,22029100,BRAHMA CHOPP ZERO LATA 350ML SH C/12 NPAL,02/27/2026,
f0012948 - FD,f2722639,50,f7891149104949,50.5,33.480000000000004,22029100,BRAHMA CHOPP ZERO LATA 350ML SH C/12 NPAL,02/27/2026,
f0019310,f143430,50,f7891991015493,5.5,3.2891666666666666,22030000,ORIGINAL LATA 350ML CX CARTAO C/12 NPAL,02/27/2026,
f0019310 - FD,f2722637,50,f7891991016001,59.2,39.47,22030000,ORIGINAL LATA 350ML CX CARTAO C/12 NPAL,02/27/2026,
f0009067,f919291,50,f7891991000796,4.1,2.7191666666333334,22030000,ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL,02/27/2026,
f0009067 - FD,f2722655,50,f7891991002141,48.99,32.6299999996,22030000,ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL,02/27/2026,
f0036434,f2042675,50,f9002490283063,10.5,6.99,22029900,RED BULL ZERO BR LATA 250ML FOUR PACK NPAL,04/20/2026,
f0036434 - FD,f2042650,50,f9002490283056,41.99,27.96,22029900,RED BULL ZERO BR LATA 250ML FOUR PACK NPAL,04/20/2026,
f0034429,f2042623,50,f9002490275020,10.5,6.99,22029900,RED BULL SUGAR FREE AMORA LATA 250ML FOUR PACK NPAL,04/20/2026,
f0034429 - FD,f204265,50,f9002490281151,41.99,27.96,22029900,RED BULL SUGAR FREE AMORA LATA 250ML FOUR PACK NPAL,04/20/2026,
f0024306,f2042615,50,f9002490247379,10.5,6.99,22029900,RED BULL MELANCIA LATA 250ML FOUR PACK NPAL,04/20/2026,
f0024306 - FD,f2042635,50,f9002490247386,41.99,27.96,22029900,RED BULL MELANCIA LATA 250ML FOUR PACK NPAL,04/20/2026,
